price_a,price_b,fee,slippage,profit_margin,label
46395.94363226,46217.6520313,0.0612,0.0313,-0.004763421181977453,Loss
41231.2980062,41070.70200152,0.0743,0.048,-0.005111750728634044,Loss
42254.84742778,42377.80624855,0.0483,0.2575,-0.0001476145102199766,Neutral
18594.98875085,18577.36683032,0.055,0.2271,-0.003758068893163809,Loss
29274.17406014,29130.67803979,0.0631,0.4516,-0.009997339388053632,Loss
17116.53578263,17036.90784661,0.0955,0.3312,-0.008881209714936403,Loss
42949.18768466,43115.45825496,0.0734,0.2236,0.0008986631019605542,Neutral
24494.96489747,24547.93011844,0.0866,0.3462,-0.002156377064451591,Loss
27468.55899995,27515.36200997,0.0786,0.1536,-0.0006166923467066691,Neutral
15200.47155479,15232.71539684,0.0412,0.2453,-0.0007416356238514962,Neutral
34776.46316154,34894.85709688,0.0822,0.1803,0.0007773865096034969,Neutral
6808.64963184,6785.17728112,0.0363,0.2213,-0.006007954642649217,Loss
32698.28020873,32611.89012497,0.0506,0.2415,-0.00554683523291129,Loss
3348.77363839,3346.56957996,0.0833,0.0141,-0.0016305806451940611,Neutral
21540.39950591,21533.05364898,0.0241,0.246,-0.0030338325767855063,Loss
43391.87916994,43323.92905337,0.0153,0.4028,-0.005723035892389197,Loss
5997.42301093,6017.68385137,0.0964,0.0355,0.0020565451125227983,Profitable
19264.62584077,19222.98570933,0.0894,0.2875,-0.0059082133959935945,Loss
36176.65830546,36087.58361583,0.0881,0.442,-0.0077222786178094876,Loss
19184.88577269,19234.36188153,0.0405,0.3781,-0.0016003899819196658,Neutral
38168.79187143,38069.57564327,0.0646,0.2529,-0.005756131371655024,Loss
4426.93203586,4428.76834179,0.0634,0.2211,-0.002423302424334348,Loss
34519.67149522,34634.91900263,0.0674,0.1902,0.0007606444084312892,Neutral
25813.34640781,25761.14069724,0.0167,0.1771,-0.003952770475850393,Loss
21266.32959409,21316.32943368,0.0418,0.1808,0.00012484898695761177,Neutral
46400.57564185,46587.5046858,0.0404,0.334,0.0002835316669894202,Neutral
3462.56977382,3459.94290721,0.0327,0.4571,-0.005629075338115171,Loss
27736.3311461,27612.37084208,0.0645,0.415,-0.009220029361031211,Loss
39787.9934612,39619.37746208,0.0904,0.1455,-0.00658133596430327,Loss
33771.78403071,33821.62538533,0.0746,0.4554,-0.003804010444466689,Loss
44869.87675171,44853.73631755,0.0939,0.1688,-0.002978890934336456,Loss
41973.78161024,41862.28197855,0.0629,0.2356,-0.005624621896953539,Loss
11192.86684204,11173.71527368,0.0343,0.4859,-0.0068772756227961545,Loss
19685.3779369,19717.64787489,0.0761,0.0263,0.0006146552485419251,Neutral
3999.74021805,3983.78545639,0.0742,0.1306,-0.006024611075785313,Loss
2273.22445464,2268.47455867,0.0253,0.3415,-0.0057364558084161375,Loss
5472.13690769,5487.21906992,0.0733,0.4781,-0.0027427025988776593,Loss
32398.8333936,32271.70572498,0.0502,0.4776,-0.009153522467390615,Loss
5424.19976663,5419.10048019,0.0822,0.0942,-0.0026993376750392975,Loss
48579.01059772,48807.68610221,0.0662,0.0488,0.0035532040971683987,Profitable
16786.26829366,16806.17644317,0.0596,0.4323,-0.0037147488755554,Loss
8637.86345016,8641.14200308,0.098,0.487,-0.005438628023709936,Loss
45558.40878141,45496.57106894,0.0222,0.4307,-0.005859789203368847,Loss
41463.14685232,41436.59240217,0.0583,0.048,-0.0017016261640470695,Neutral
26357.0668639,26422.46262274,0.0134,0.1197,0.0011486182445792532,Neutral
35947.15547955,35893.27662181,0.022,0.1033,-0.002748391347895532,Loss
32977.2725825,33012.23885493,0.0809,0.1307,-0.0010534566241195715,Neutral
4691.82779962,4708.15601032,0.0105,0.3467,-9.153450907105888e-05,Neutral
1847.9885384,1847.85512167,0.0442,0.2259,-0.0027657254236165365,Loss
12811.35478981,12792.94412634,0.0708,0.3413,-0.0055352475242723305,Loss
44099.02257573,44254.79439793,0.0178,0.1289,0.0020622937709217776,Profitable
11717.2129424,11701.42229202,0.0756,0.0331,-0.0024320020064717493,Loss
30313.07362906,30163.64313277,0.0961,0.4581,-0.01041385896414167,Loss
20627.16399389,20614.30636012,0.0511,0.4726,-0.00582980433900697,Loss
39049.17283159,38938.27614914,0.0632,0.3372,-0.006816630195932448,Loss
4409.30188827,4390.11551052,0.0172,0.1807,-0.00631783837483053,Loss
27656.52382591,27783.10232546,0.0439,0.1538,0.0025946747141644914,Profitable
20523.89502219,20539.57227335,0.0807,0.0372,-0.00041465751580324964,Neutral
3144.10677849,3158.53814195,0.0618,0.2927,0.0010412810979713613,Neutral
1931.12661789,1924.0020813,0.0517,0.1965,-0.006156036851477941,Loss
3201.87846066,3191.77982173,0.0525,0.4638,-0.008274253254004873,Loss
32706.35785955,32649.02190761,0.0153,0.2385,-0.004280189059996463,Loss
13576.80747062,13594.49812445,0.0579,0.3799,-0.003061590926858275,Loss
45719.42176651,45586.11358617,0.0307,0.4483,-0.007669054083668166,Loss
31056.66908523,31005.84699145,0.0276,0.3642,-0.0055327535983797785,Loss
8729.30235613,8728.69729094,0.0343,0.2683,-0.003085976102827525,Loss
3681.19696095,3668.86879421,0.0599,0.229,-0.006219986483618223,Loss
12574.4806964,12595.688796,0.0589,0.128,-0.00018206128160816042,Neutral
41533.77985059,41372.72640861,0.031,0.469,-0.008833482120918053,Loss
5940.44300573,5925.90397533,0.0501,0.4941,-0.007846763595790993,Loss
44770.51110267,44643.07011944,0.0453,0.0359,-0.0036555701705792607,Loss
9271.6447519,9244.8687713,0.0252,0.411,-0.007218455991452145,Loss
33847.71260122,33943.03339678,0.0288,0.4088,-0.0015530373720965551,Neutral
45213.63524687,45422.60903966,0.0378,0.4148,9.548755283753617e-05,Neutral
21130.21969631,21164.93980477,0.0181,0.2859,-0.001392617013793625,Neutral
34870.87654121,34746.3425698,0.0437,0.162,-0.0056167351921185635,Loss
1442.90948865,1436.67565948,0.0954,0.2384,-0.007632840502794002,Loss
26853.36896998,26866.2639495,0.0338,0.4747,-0.004581503362972865,Loss
45128.12765127,45225.09272533,0.0669,0.146,1.961980938995645e-05,Neutral
15087.55513703,15085.5902857,0.08,0.3891,-0.004798719143840583,Loss
29201.38561076,29206.2397991,0.0674,0.2769,-0.0032655253575663242,Loss
40208.35410255,40197.69709536,0.0539,0.0901,-0.0017025928677685512,Neutral
13674.03350034,13729.76812485,0.0642,0.2742,0.0006896125238400554,Neutral
5639.20372937,5633.85971199,0.0879,0.1657,-0.003474842404189465,Loss
3138.54838551,3128.21445805,0.05,0.4772,-0.008519666173287279,Loss
48903.76958858,48850.64959614,0.0942,0.2534,-0.004546411354246082,Loss
28722.41791305,28759.20494039,0.0365,0.1654,-0.0007367350065585405,Neutral
8850.09607314,8866.14852189,0.0405,0.4939,-0.0035114186520600445,Loss
37359.03446378,37526.95790145,0.0645,0.414,-0.00028876340588314647,Neutral
22932.61606444,22872.82499152,0.0827,0.0545,-0.0039737983710022755,Loss
47098.7972338,47071.32651046,0.0142,0.3747,-0.00445493219676168,Loss
17351.51488554,17421.90678734,0.0181,0.3103,0.0007702862984257033,Neutral
21816.56353937,21763.3831406,0.0314,0.2424,-0.0051614836021930625,Loss
22501.4511134,22403.62310531,0.0665,0.4855,-0.009813460771399215,Loss
9179.48133856,9171.59887484,0.0994,0.1867,-0.0037090929796490214,Loss
24757.39184452,24737.8394018,0.0428,0.07,-0.0019156010171417898,Neutral
30369.75395395,30472.55077513,0.0333,0.3056,-4.143875174577242e-06,Neutral
7899.94226576,7874.18579674,0.0305,0.4252,-0.007781874359687335,Loss
16840.49911451,16759.04389562,0.0142,0.4716,-0.009647994930210404,Loss
45216.37042327,45369.75395265,0.0616,0.2723,5.303524779201137e-05,Neutral
6542.04337176,6564.65504347,0.0976,0.4952,-0.002457072231621713,Loss
11037.13080594,11013.72758465,0.0598,0.1448,-0.004157901009919059,Loss
32710.75099364,32788.92933666,0.0671,0.159,0.00012869825669248298,Neutral
12985.63530745,12964.17325546,0.0502,0.209,-0.004233779373359515,Loss
616.95306951,614.53420611,0.0928,0.0987,-0.005824506359638281,Loss
18176.22145818,18236.96421191,0.0742,0.0426,0.0021713440222123144,Profitable
40354.63722308,40474.91885936,0.0526,0.1837,0.0006161589977854042,Neutral
37345.77290465,37372.92639413,0.0453,0.1685,-0.0014079065509312414,Neutral
27121.94267618,27159.45096434,0.0176,0.2295,-0.001085368146160488,Neutral
22101.6087555,22161.90907132,0.0776,0.1047,0.0009036750716661982,Neutral
33395.31623935,33541.41891957,0.097,0.4533,-0.0011218810366665853,Neutral
32019.93582228,32157.89427687,0.0798,0.1517,0.0019889131894152675,Neutral
5736.82342291,5742.16876268,0.0876,0.0527,-0.00047058026788640773,Neutral
43087.98329008,43195.18850823,0.0627,0.4824,-0.002946882797783138,Loss
43119.59474185,43075.9606917,0.0803,0.2657,-0.004456511366849859,Loss
14950.63322065,14964.10231979,0.0929,0.236,-0.0023802663762364927,Loss
46960.24403665,47138.1515127,0.0179,0.1941,0.0016649403334027544,Neutral
22632.19325628,22572.62122441,0.0432,0.3953,-0.006986545123021518,Loss
49355.70640801,49497.65287144,0.0392,0.2486,-2.0053357572592375e-06,Neutral
42507.47493429,42441.76030678,0.0718,0.0116,-0.0023779713977544873,Loss
24130.31407098,24239.41470115,0.0385,0.1991,0.0021402248199320953,Profitable
13018.21872818,13073.87104733,0.0468,0.0194,0.0036105663342416703,Profitable
16200.56614486,16234.24918517,0.0419,0.4261,-0.0025887572566111886,Loss
26286.65790432,26303.50372566,0.0744,0.379,-0.0038755774992816146,Loss
9297.90398992,9318.57624337,0.0445,0.3961,-0.002173101277106813,Loss
49836.6696894,49888.97620968,0.0805,0.0354,-0.00010931440337978346,Neutral
19981.21900442,19914.18825614,0.0204,0.0927,-0.004480620051401855,Loss
10552.81380754,10520.9042175,0.0151,0.3163,-0.006316865117624674,Loss
8351.16787386,8381.99643914,0.0975,0.2208,0.0005069139231159389,Neutral
44527.92542871,44448.24414932,0.0307,0.2282,-0.004367161009817325,Loss
28251.11951165,28290.76096147,0.0643,0.0961,-0.00020049684759079444,Neutral
49407.92457735,49238.27000323,0.0538,0.2985,-0.006932329691653803,Loss
41434.05033214,41521.37634718,0.0417,0.3041,-0.001345755775561435,Neutral
35237.90463113,35086.94919067,0.0877,0.3754,-0.008873799215562358,Loss
12932.73821566,12913.93909877,0.0762,0.3206,-0.005400178942312101,Loss
25132.62177338,25040.45686442,0.048,0.0941,-0.005080922648909837,Loss
47075.04152972,46907.87226237,0.0926,0.2004,-0.0064621888852987985,Loss
22647.25675444,22544.87025529,0.0252,0.2283,-0.007038081252165501,Loss
49781.1947755,49953.17737796,0.0886,0.2321,0.00024697842602271913,Neutral
10014.21480895,10053.56652284,0.0796,0.3941,-0.0008036077518756875,Neutral
22012.11366908,22092.92176503,0.0801,0.2491,0.00037783008226093006,Neutral
25430.43567989,25471.1736,0.071,0.3401,-0.0024987918716931944,Loss
45125.47126799,45192.64463309,0.0347,0.2616,-0.0014700533493824124,Neutral
30791.60921228,30886.91831471,0.0172,0.4244,-0.001314898783914531,Neutral
1609.84910569,1603.55152888,0.0989,0.0864,-0.005754242416262089,Loss
45454.41974216,45637.1983199,0.0171,0.4506,-0.0006528069902704976,Neutral
35253.99514864,35349.39547349,0.0578,0.0887,0.001239269962730647,Neutral
28564.53772263,28608.45432455,0.0498,0.4339,-0.003283665042795442,Loss
14588.47920953,14656.64728918,0.036,0.2771,0.0015369216815603022,Neutral
21554.18388151,21505.79721287,0.0523,0.3376,-0.00612002324081224,Loss
22241.43022939,22219.81642521,0.0818,0.2413,-0.004189245765902492,Loss
25665.15815585,25642.37785607,0.0698,0.1897,-0.003473582367858353,Loss
35741.53310397,35799.94313403,0.0302,0.3051,-0.001713022196025411,Neutral
27606.62655774,27723.71234666,0.0461,0.1951,0.0018248189796588403,Neutral
5608.41426559,5589.77612209,0.0461,0.3254,-0.00701219626599618,Loss
44840.11625301,44662.57113941,0.0434,0.481,-0.009155503554845963,Loss
44107.31420451,43926.63465264,0.0208,0.4585,-0.00884695911535172,Loss
45473.10611915,45308.81677471,0.0723,0.0707,-0.005035689273822001,Loss
26227.02767001,26121.7718318,0.0202,0.0625,-0.004836258779913635,Loss
13795.07020437,13749.11130957,0.0431,0.4046,-0.007773741786654368,Loss
47328.87580418,47235.62872001,0.0514,0.2342,-0.004812450002696482,Loss
45630.37694638,45405.32382033,0.0979,0.4483,-0.010337625892122526,Loss
5254.20907401,5268.18404119,0.0874,0.0909,0.0008752056089008892,Neutral
16432.74618043,16478.29944656,0.0204,0.0457,0.002109708552324183,Profitable
32599.42445029,32584.51320784,0.037,0.4954,-0.005750790939685205,Loss
7068.57059413,7081.07691685,0.0134,0.2184,-0.0005474450608583626,Neutral
316.71981953,315.28682646,0.0638,0.1071,-0.0062228469887132855,Loss
18320.90923355,18340.68390744,0.0713,0.3797,-0.0034152472073250848,Loss
10039.27808495,10051.37935641,0.0262,0.2411,-0.0014636949486755214,Neutral
30778.70022216,30856.04048279,0.0688,0.1454,0.00036999261851541573,Neutral
40842.33197234,40767.76718032,0.0453,0.2071,-0.004338723269086002,Loss
19862.25981814,19806.79789006,0.0726,0.1368,-0.004876116598568313,Loss
32687.58590406,32572.64111984,0.0805,0.363,-0.007916356949778056,Loss
4167.47375629,4148.36792189,0.0309,0.208,-0.006956892213562357,Loss
12276.10255702,12233.97582932,0.0804,0.1847,-0.006066522062270788,Loss
27764.77892727,27786.61336106,0.0325,0.0323,0.00013831799260541984,Neutral
3026.34873686,3025.24384386,0.011,0.0437,-0.0009115924624507229,Neutral
2233.91465413,2239.82380737,0.098,0.2019,-0.00035274114587502295,Neutral
10502.25965475,10548.2513501,0.0985,0.2576,0.0008153156919557513,Neutral
6997.72962159,6995.77792355,0.0112,0.0787,-0.0011768464805392345,Neutral
7869.04869591,7838.34691854,0.0767,0.1527,-0.006181406760842756,Loss
3280.59365259,3268.10882113,0.065,0.0345,-0.004795890350912501,Loss
19230.22390941,19266.38669228,0.098,0.124,-0.00033872998488761825,Neutral
37001.95886251,37143.14762017,0.0215,0.3719,-0.00011782611508962634,Neutral
12562.82485258,12605.18266242,0.0324,0.2964,8.340453535665682e-05,Neutral
23851.3350479,23782.47273298,0.0936,0.268,-0.006479716533284479,Loss
49556.00153041,49435.01922545,0.0728,0.3783,-0.006921103890739118,Loss
848.68253663,848.08055612,0.0207,0.3429,-0.004329569452847559,Loss
34174.66427826,34300.08418365,0.0357,0.1919,0.001390801981007357,Neutral
20844.51672344,20875.57771228,0.0597,0.1183,-0.0002893573840712231,Neutral
25655.70452732,25630.02992497,0.0599,0.1187,-0.0027817683551198623,Loss
47429.15517971,47224.39310858,0.0315,0.2285,-0.006899281316281423,Loss
44471.08482674,44405.70762701,0.037,0.0399,-0.0022373852506055816,Loss
16349.10890532,16421.64288879,0.09,0.0644,0.002888111818036317,Profitable
34606.1217524,34619.79709674,0.0695,0.4016,-0.004295592216528542,Loss
14655.61935455,14680.8117028,0.0561,0.186,-0.0007003495844999018,Neutral
38641.05771238,38563.11831913,0.0262,0.3116,-0.005376846841435161,Loss
18280.18614291,18326.75031127,0.0869,0.0305,0.0013716377392982131,Neutral
18271.36134804,18256.87441209,0.0368,0.0856,-0.0020144110204026082,Loss
19957.44663632,20006.02805536,0.0397,0.4825,-0.002773267766957392,Loss
28846.39401249,28733.4669865,0.095,0.4808,-0.009617394019421119,Loss
25498.47686089,25556.27263698,0.0149,0.2417,-0.00029859738763001224,Neutral
1509.91184063,1513.93322413,0.0332,0.1672,0.0006580047339510779,Neutral
48120.75327303,48211.01205083,0.0861,0.1735,-0.0007184622844941671,Neutral
3596.22441994,3593.09869799,0.0972,0.3472,-0.005289660405289776,Loss
9065.14471218,9096.34246918,0.0854,0.2057,0.0005289669584362176,Neutral
47176.04083822,47315.73581943,0.1,0.2871,-0.0009063489869890438,Neutral
46121.22752658,46139.27267506,0.03,0.4445,-0.004333184309220799,Loss
17310.18421373,17331.96186975,0.0499,0.1663,-0.0009019665131727818,Neutral
15286.48166767,15241.24894675,0.0623,0.1134,-0.0047077299357918875,Loss
16747.61273628,16777.88160289,0.0793,0.1587,-0.0005712862348279933,Neutral
40457.94428136,40600.88570306,0.0329,0.4869,-0.0016563039101294302,Neutral
36693.46813852,36868.56016981,0.0375,0.3021,0.0013710930784100745,Neutral
7654.20424541,7671.21433663,0.0792,0.3349,-0.001910767506355203,Neutral
27467.41303182,27529.9073482,0.0653,0.2675,-0.0010492912752301288,Neutral
540.30648273,540.64656854,0.0983,0.0732,-0.0010837101404832647,Neutral
11282.07999032,11322.87847307,0.0149,0.4081,-0.0006111946954182345,Neutral
16973.00925422,16917.80916836,0.0197,0.1581,-0.005021299535492833,Loss
4779.18594198,4779.6719127,0.0331,0.2179,-0.002402285431484941,Loss
35900.49592374,35760.60561744,0.0352,0.3054,-0.007277823817802387,Loss
29636.85566839,29650.37514855,0.0195,0.1348,-0.0010851544018475139,Neutral
30591.41036184,30673.21904352,0.0797,0.1813,6.406978466728346e-05,Neutral
23533.78217164,23426.57540535,0.0588,0.4392,-0.00948819024177659,Loss
39025.38034157,39197.95875899,0.0171,0.0921,0.0033265771271633895,Profitable
4811.78173018,4820.47807026,0.0641,0.2256,-0.0010865508160343709,Neutral
6819.97868561,6818.42171375,0.0265,0.4824,-0.0052903729994280895,Loss
41953.91702368,41746.22234403,0.069,0.1783,-0.007405230090181658,Loss
9754.33073664,9778.0872994,0.0563,0.1957,-8.429881829696731e-05,Neutral
1216.5298346,1221.41435194,0.0841,0.4019,-0.0008407904126013186,Neutral
13820.55106013,13855.10763513,0.0382,0.079,0.0013268210252693421,Neutral
48031.37893062,47876.79264085,0.0672,0.3732,-0.007589021666246025,Loss
26008.13834441,25966.47784619,0.0284,0.0805,-0.002687898340733991,Loss
18746.04083686,18670.22257087,0.0205,0.4182,-0.008394667463438362,Loss
11765.92266479,11722.60943876,0.0465,0.37,-0.007813699416326363,Loss
29232.8867621,29363.23102191,0.0934,0.4078,-0.0005504185771665456,Neutral
38387.49327588,38204.93984197,0.0406,0.014,-0.005298651472586288,Loss
42962.42023276,42781.75672622,0.0161,0.0167,-0.004531665594444312,Loss
40097.64406474,39953.14561067,0.0264,0.085,-0.004712414810552503,Loss
23791.14778373,23821.55177607,0.0523,0.3099,-0.0023355865113225166,Loss
4489.66424302,4479.89846095,0.0199,0.4147,-0.006492951432282933,Loss
19621.33433617,19630.2673191,0.0374,0.0118,-3.6713056021370315e-05,Neutral
43301.57355798,43251.81529355,0.0288,0.1606,-0.003037357089530312,Loss
22397.80683991,22443.13544389,0.0944,0.1362,-0.00028155419630023415,Neutral
23165.82765162,23257.47993981,0.0797,0.4051,-0.0008873410067764042,Neutral
34759.76365483,34933.37608873,0.0543,0.1345,0.0031007836479340287,Profitable
9954.929144,9981.90766119,0.0234,0.354,-0.0010599335911942885,Neutral
15098.08865161,15160.75535218,0.0417,0.4639,-0.0009008075115744784,Neutral
27151.99535782,27124.7390731,0.0525,0.0553,-0.00207959913865228,Loss
35007.58795049,34852.69349809,0.0314,0.2478,-0.007196503897704585,Loss
24598.65919201,24669.66309081,0.0623,0.4263,-0.0019897832428507744,Neutral
41634.71501537,41745.83046137,0.0825,0.4871,-0.0030100375671751633,Loss
30006.89238481,29896.03338164,0.0883,0.0542,-0.005112166482423835,Loss
39848.02530914,40038.10004586,0.0955,0.3361,0.00045204036088784426,Neutral
2663.36725651,2674.32371993,0.0749,0.1006,0.0023546312772029987,Profitable
49024.57491792,49068.91001428,0.0471,0.1279,-0.0008441783578266008,Neutral
24827.84724819,24734.73106911,0.0114,0.4445,-0.008271762370762903,Loss
21723.36061993,21806.11255327,0.0104,0.4078,-0.00037109579585326377,Neutral
47480.90075473,47292.18855457,0.0353,0.213,-0.006441492297844,Loss
7910.26231284,7882.04510987,0.0166,0.2305,-0.006023280476103043,Loss
49334.1506199,49535.27942467,0.0865,0.3985,-0.00076940071462578,Neutral
11082.26496172,11055.09908854,0.0313,0.3442,-0.006183075070824111,Loss
22252.03849842,22281.60958084,0.0146,0.1743,-0.000559028335809489,Neutral
48602.40807709,48499.51503046,0.097,0.3412,-0.006470681454199859,Loss
30300.47285669,30259.85307133,0.0494,0.1463,-0.003291125322673435,Loss
46824.59090891,46899.32807954,0.0141,0.4819,-0.0033472880315207764,Loss
6854.6800054,6837.37316574,0.0176,0.4684,-0.007349104299721497,Loss
13972.48801921,14026.16310752,0.0413,0.4681,-0.0012461680810573847,Neutral
45325.12254664,45430.56388467,0.0534,0.2541,-0.0007463716925790289,Neutral
21203.95230906,21188.09763432,0.0993,0.1981,-0.003710687035112429,Loss
10139.26242997,10122.61659344,0.0445,0.2098,-0.004174105900957267,Loss
20143.27851869,20086.30309556,0.0764,0.2263,-0.005837836803144268,Loss
37107.68733645,37290.26504611,0.0113,0.35,0.0013025066131636537,Neutral
16560.05261257,16530.39001832,0.0827,0.0401,-0.00301551072153231,Loss
29392.76874818,29302.27911184,0.0832,0.4019,-0.007891355047963676,Loss
13212.17331951,13196.68593494,0.0793,0.0474,-0.0024361191140344117,Loss
45759.21874105,45745.52174609,0.0776,0.2749,-0.003810894150835272,Loss
17928.14129349,17864.79865357,0.0292,0.442,-0.008206471485114155,Loss
1417.00230861,1416.98739694,0.0382,0.2607,-0.0029905845342919233,Loss
25515.64018741,25499.73148073,0.0881,0.426,-0.005735004779798042,Loss
24813.02682213,24796.06941211,0.0281,0.0235,-0.0011987889809875957,Neutral
37344.73879587,37214.8619676,0.0257,0.3733,-0.007438103108796489,Loss
45113.65474952,45058.35454135,0.0857,0.0869,-0.002946711541539688,Loss
34694.15537588,34555.11125195,0.0334,0.3111,-0.007427123860614297,Loss
12546.19253149,12546.73616194,0.0899,0.2542,-0.0033860183976417942,Loss
43593.69190106,43669.60775502,0.069,0.2665,-0.0016081633472043147,Neutral
3345.27402466,3350.8583789,0.0341,0.1537,-0.00020828244693935367,Neutral
35912.88783194,35913.58891014,0.0933,0.2852,-0.00375127977350925,Loss
41353.93765161,41265.83828851,0.0879,0.4932,-0.007895493517604183,Loss
2826.49265737,2821.06998357,0.0379,0.1529,-0.003819229763302931,Loss
47544.582109,47459.8745492,0.014,0.1759,-0.0036736685521596662,Loss
23105.6073925,23152.85701421,0.0399,0.4353,-0.0026942551282518558,Loss
2545.97674359,2548.03324146,0.031,0.0518,-2.0239072672325887e-05,Neutral
43047.90339544,43022.72731843,0.0918,0.0338,-0.0018385294408282504,Neutral
11383.63194937,11354.12903596,0.0909,0.0286,-0.0037821763011951955,Loss
20714.88794602,20660.45401175,0.066,0.3848,-0.007103745022336516,Loss
37075.207861,37073.26239726,0.0168,0.0124,-0.0003443728843266729,Neutral
42543.15207571,42347.608466,0.0254,0.3312,-0.00813335568348033,Loss
36318.26545428,36324.72594108,0.0216,0.138,-0.0014158549609489765,Neutral
28276.05842189,28342.89033446,0.0821,0.459,-0.003031047773771449,Loss
8932.78189871,8914.53804135,0.0798,0.3034,-0.0058519243343724305,Loss
30419.0433807,30284.56610194,0.0347,0.187,-0.006623141866174968,Loss
36479.66850468,36420.48582202,0.0935,0.3983,-0.006508339040693739,Loss
36765.32024609,36888.5600528,0.0347,0.3928,-0.0009190045284889277,Neutral
37495.53426677,37460.74374895,0.0921,0.263,-0.004463009490224961,Loss
3919.8649961,3919.95378163,0.0678,0.2124,-0.002771583872026726,Loss
25321.82255813,25434.14941154,0.0634,0.0312,0.003486671932057638,Profitable
2653.29478272,2665.32205539,0.0351,0.4382,-0.00019910008956713305,Neutral
9798.94201694,9764.89675619,0.0167,0.3503,-0.007118257280123063,Loss
21150.15723403,21217.77064686,0.0125,0.4127,-0.0010507044999806551,Neutral
33842.25470971,33787.66555351,0.0493,0.3877,-0.00595701510306249,Loss
35899.16718255,36002.32348015,0.016,0.1836,0.0008757531305089076,Neutral
19997.70131754,20064.18542344,0.0451,0.164,0.0012310133546130752,Neutral
26548.32605285,26646.43720862,0.0132,0.428,-0.0007132845532874204,Neutral
7781.82528422,7751.89083236,0.0309,0.0523,-0.004674823980210725,Loss
708.05387755,706.19828575,0.0855,0.0753,-0.004221904120948935,Loss
36437.9646325,36351.29754383,0.0569,0.1078,-0.004018864184187813,Loss
4700.23945992,4702.88310032,0.0916,0.2706,-0.003048510271065888,Loss
14967.79794137,15010.72284397,0.0211,0.1224,0.0014307636678151311,Neutral
39783.33863708,39928.61394051,0.0548,0.1789,0.001311596735484235,Neutral
10495.02863089,10491.21447087,0.0579,0.4325,-0.005241720009059135,Loss
42308.89700698,42446.78517173,0.0521,0.3725,-0.0009827452618524984,Neutral
26988.49230422,27048.87893243,0.0553,0.2681,-0.0009932922622044006,Neutral
25490.41368471,25493.88682813,0.0689,0.4795,-0.005318579982532891,Loss
44032.51148593,44217.18788879,0.0569,0.4015,-0.0003881288469584843,Neutral
30895.35373712,30765.24370021,0.0813,0.2832,-0.007827781773690205,Loss
23998.14605224,23924.56159939,0.0303,0.2803,-0.006153144064865364,Loss
25073.06843439,24967.46207883,0.0596,0.0276,-0.005079514480155902,Loss
41140.61697538,41325.74999163,0.0198,0.0827,0.0034714475964810034,Profitable
20711.34274425,20713.66469608,0.0465,0.0635,-0.0009868043609422904,Neutral
40871.35000021,40741.1688413,0.0844,0.1998,-0.0060100639776748815,Loss
5357.14234889,5375.17579754,0.0794,0.1882,0.0006884019038738379,Neutral
14729.02758581,14690.37714692,0.0341,0.2192,-0.005144069908120015,Loss
38448.03707351,38545.18722674,0.0759,0.1676,9.156801069635057e-05,Neutral
9842.32562383,9827.90616835,0.0204,0.4007,-0.005652243963184156,Loss
29116.52257452,29230.54972578,0.0793,0.456,-0.0014291147264739086,Neutral
34828.95269546,34697.91031734,0.0578,0.1265,-0.0055951434637324295,Loss
5352.37102441,5366.54223829,0.0853,0.3275,-0.001474262611537596,Neutral
20755.38690152,20669.51044568,0.0786,0.0469,-0.005385791061826042,Loss
41628.12211372,41491.15842083,0.0807,0.4929,-0.008974693425132695,Loss
19292.30197456,19342.69273311,0.0804,0.3721,-0.001904420554014582,Neutral
8091.10743576,8056.70891954,0.0994,0.2875,-0.008089101051722218,Loss
14008.49958425,14002.23467445,0.0537,0.2059,-0.0030353422941593886,Loss
25887.63812668,25902.64091616,0.0665,0.2438,-0.0025156590213740956,Loss
41560.74063237,41637.65793554,0.0964,0.3506,-0.0026076236990935026,Loss
45400.74730894,45555.19523898,0.0614,0.4186,-0.001391440298372281,Neutral
26100.08216699,26088.48076988,0.055,0.4592,-0.005557917761089071,Loss
26355.86688211,26363.58027929,0.015,0.0306,-0.00016326216882944617,Neutral
23406.66138354,23455.47815054,0.0198,0.498,-0.003076477092821544,Loss
42027.36863017,41934.40268134,0.0915,0.3277,-0.006377299894609386,Loss
31013.0982997,31070.2185975,0.0842,0.375,-0.002737616825025596,Loss
46582.68401173,46622.22359177,0.0817,0.4779,-0.004720778277455064,Loss
44677.21873342,44876.98329085,0.0501,0.4624,-0.0006503822505838806,Neutral
48619.95769129,48815.14879841,0.045,0.1472,0.002088614990375753,Profitable
17257.24607375,17282.23979646,0.0572,0.1294,-0.0004169189452458324,Neutral
35076.28017133,35011.01776489,0.0802,0.3258,-0.005896644784604051,Loss
18783.80228364,18710.0204642,0.0286,0.3191,-0.007379291312910499,Loss
13048.05751399,12989.94413998,0.0239,0.4592,-0.009240155860263733,Loss
34466.68426879,34574.84359699,0.0111,0.0289,0.002736988559404257,Profitable
1459.05772606,1465.67681274,0.0116,0.0378,0.004040552837979412,Profitable
13867.72234792,13810.44909298,0.0511,0.3413,-0.008022488146642031,Loss
37092.87867132,36976.39496403,0.0595,0.3435,-0.007141544926480059,Loss
15458.69327079,15493.24396127,0.025,0.395,-0.0019567485987712196,Neutral
